gid;geom_err;ident;domanial;groupe;cat_dig;cat_rhv;passage;nom_voie;voiegrandtr;rg_fv_graph;rg_fv_graph_1;rg_fv_graph_2;cdate;mdate;longueur_m
9344093;;51293;5;1;5;64;;Rue des Hollandais;False;15879;17306;1;2017-10-04 00:00:00+02:00;2022-03-23 00:00:00+01:00;191,1835325
9344091;;59185;5;1;5;64;;Rue Marceline Desbordes-Valmore;False;4575;27997;1;2021-09-13 00:00:00+02:00;2022-03-17 00:00:00+01:00;272,0142415
9339797;;8955;5;1;10;4;;Impasse Lafon;False;9393;17633;1;1995-01-25 00:00:00+01:00;2023-06-20 00:00:00+02:00;45,61361901
9343667;;22806;4;1;5;4;;Impasse Docteur Jean Vincent;False;28881;28595;1;1995-01-26 00:00:00+01:00;2018-04-20 00:00:00+02:00;152,8615354
9344244;;57025;5;1;9;99;;Promenade du Lac;False;23238;19891;1;2020-06-04 00:00:00+02:00;2021-10-13 00:00:00+02:00;299,875883
9338641;;8162;4;1;5;4;;Rue François Roganeau;False;7113;21826;1;1995-01-25 00:00:00+01:00;2016-03-08 00:00:00+01:00;348,1145278
9343306;;51380;4;1;9;4;;Promenade Rodolphe Bresdin;False;25257;5811;1;1995-01-26 00:00:00+01:00;2017-10-30 00:00:00+01:00;196,2720547
9344098;;50349;5;1;9;99;;Allée des Enfants Terribles;False;11793;15015;1;2016-05-27 00:00:00+02:00;2021-10-14 00:00:00+02:00;72,32775207
9343665;;22805;5;1;5;4;;Rue Professeur Darget;False;22325;21981;1;1995-01-26 00:00:00+01:00;2013-05-14 00:00:00+02:00;224,1939567
9344601;;72085;5;1;9;64;;Rue Clara Zetkin;False;3725;2152;1;2024-05-24 00:00:00+02:00;2024-05-24 00:00:00+02:00;198,1028593
9343657;;22802;4;1;4;2;;Rond-point Docteur Etienne Ginestous;False;22325;26020;1;1995-01-26 00:00:00+01:00;2018-05-03 00:00:00+02:00;225,9739401
9343235;;53682;1;1;8;1;;Echangeur de Labarde;False;10854;4750;1;2023-05-17 00:00:00+02:00;2023-05-17 00:00:00+02:00;2063,286109
9338051;;22161;4;1;4;3;;Rue Docteur Jean Vincent;False;21981;28595;1;1995-01-26 00:00:00+01:00;2012-06-22 00:00:00+02:00;316,0724851
9341401;;22462;4;1;5;4;;Rue du Petit Miot;False;14649;28490;1;1995-01-26 00:00:00+01:00;2012-06-22 00:00:00+02:00;280,3301439
9337371;;43727;4;1;5;4;;Rue Chanoine Vidal;False;4179;7369;1;2010-04-30 00:00:00+02:00;2014-10-23 00:00:00+02:00;244,6178049
9339225;;52039;4;1;9;4;;Rue Jacques Thibaud;False;5498;15321;1;2018-10-29 00:00:00+01:00;2018-10-29 00:00:00+01:00;131,665702
9343192;;51374;4;1;5;4;;Rue Charles Lacoste;False;29618;25257;1;2017-10-30 00:00:00+01:00;2017-10-30 00:00:00+01:00;69,35631815
9343188;;50401;4;1;5;4;;Rue Joseph Lepine;False;26397;1272;1;2016-06-28 00:00:00+02:00;2016-06-29 00:00:00+02:00;151,2556134
9343297;;22656;1;1;1;1;;Rocade Nord;False;24849;22948;1;1995-01-26 00:00:00+01:00;2017-03-01 00:00:00+01:00;595,2162403
9341916;;22515;4;1;3;2;;Place René Maran;False;28596;22578;1;1995-01-26 00:00:00+01:00;2015-04-16 00:00:00+02:00;62,24884489
9343828;;35084;4;1;5;4;;Rue Medecin Général Grandpierre;False;23047;11214;1;1999-09-08 00:00:00+02:00;2012-06-22 00:00:00+02:00;93,63334249
9344249;;57032;5;1;9;99;;Passage de la Jalle;False;22198;5383;1;2020-06-04 00:00:00+02:00;2022-03-23 00:00:00+01:00;76,7542582
9343576;;31231;4;1;7;4;;Piste Cyclable Allees de Boutaut;False;23670;19274;1;1997-03-07 00:00:00+01:00;2021-10-13 00:00:00+02:00;406,8572806
9341856;;71547;4;99;6;98;;Place Ravesies;False;8076;29128;1;2008-02-19 00:00:00+01:00;2012-09-12 00:00:00+02:00;45,26471146
9341400;;10142;5;1;5;4;;Cité du Petit Maniban;False;5531;26133;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;43,37787573
9343706;;33214;5;1;5;4;;Parking Toys;False;17334;18645;1;1998-05-27 00:00:00+02:00;2015-04-16 00:00:00+02:00;559,2361638
9338826;;61834;4;1;5;4;;Rue des Genêts;False;20709;;1;1996-07-29 00:00:00+02:00;2025-06-23 00:00:00+02:00;250,9242305
9344177;;50432;7;1;9;99;;Promenade du Poète Jasmin;False;21162;17132;1;2016-07-22 00:00:00+02:00;2021-10-15 00:00:00+02:00;498,1474487
9344094;;59361;5;1;5;64;;Rue des Lendemains;False;2587;11793;1;2021-10-14 00:00:00+02:00;2021-10-14 00:00:00+02:00;224,6874166
9339009;;18386;5;1;9;4;;Terrasse de la Grange Rouge;False;27538;2048;1;1995-01-26 00:00:00+01:00;2014-07-03 00:00:00+02:00;78,60787389
9339724;;49021;4;99;6;98;;Avenue Marcel Dassault;False;8458;23827;1;2015-01-07 00:00:00+01:00;2015-01-07 00:00:00+01:00;1435,35392
9343183;;50116;4;1;5;4;;Rue Francis Planté;False;28521;10199;1;2016-03-08 00:00:00+01:00;2016-03-08 00:00:00+01:00;99,65517755
9340953;;70731;4;1;4;2;;Avenue de Nontraste;False;18740;23769;1;1995-01-26 00:00:00+01:00;2018-05-03 00:00:00+02:00;566,2317034
9344060;;47585;4;99;6;98;;Cours de Québec;False;14358;18285;1;2014-02-05 00:00:00+01:00;2014-10-01 00:00:00+02:00;3009,213074
9344603;;72083;5;1;9;64;;Rue Barbara;False;13392;26543;1;2024-05-24 00:00:00+02:00;2024-05-24 00:00:00+02:00;247,3001569
9346792;;65840;0;99;6;98;;Voie du Tramway C Extension;False;8638;15990;1;2023-01-11 00:00:00+01:00;2023-01-11 00:00:00+01:00;27,8714808
9337478;;47164;4;1;5;4;;Rue Charles Tournemire;False;28490;24561;1;2013-08-05 00:00:00+02:00;2016-03-08 00:00:00+01:00;359,496532
9342835;;44939;4;1;4;33;;Avenue de Tourville;False;12767;1962;1;1995-01-26 00:00:00+01:00;2018-05-03 00:00:00+02:00;1662,476456
9344600;;72058;4;1;9;99;;Sente Juliette Gréco;False;24386;9367;1;2024-03-21 00:00:00+01:00;2024-03-21 00:00:00+01:00;120,5340133
9344241;;59186;5;1;9;99;;Sente Rosa Parks;False;27997;11347;1;2021-09-13 00:00:00+02:00;2021-09-13 00:00:00+02:00;70,48745063
9340908;;9796;5;1;5;4;;Cité de Nantes;False;18798;21237;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;72,61042597
9342546;;43194;4;1;5;3;;Rue Suffren;False;19957;28596;1;1995-01-25 00:00:00+01:00;2013-06-20 00:00:00+02:00;373,3993877
9344099;;45355;4;1;9;99;;Place Jean Cayrol;False;19814;4357;1;2012-09-19 00:00:00+02:00;2020-01-06 00:00:00+01:00;199,0158313
9343764;;59326;7;1;7;99;;Piste Cyclable Marcel Dassault;False;19274;27198;1;2021-10-12 00:00:00+02:00;2021-10-13 00:00:00+02:00;1170,232314
9343333;;71390;4;1;4;2;;Rue Docteur Etienne Ginestous;False;25603;9934;1;1995-01-26 00:00:00+01:00;2018-05-03 00:00:00+02:00;278,5711653
9344305;;59962;5;1;9;99;;Sente Patrice Lumumba;False;4575;2161;1;2022-03-17 00:00:00+01:00;2022-03-17 00:00:00+01:00;76,61018851
9344599;;72059;4;1;9;99;;Sente Jeanne Moreau;False;20109;19549;1;2024-03-21 00:00:00+01:00;2024-03-21 00:00:00+01:00;101,7728907
9338057;;37059;4;1;5;4;;Rue Dumont d'Urville;False;1214;2982;1;2003-06-23 00:00:00+02:00;2012-06-22 00:00:00+02:00;406,6560258
9343857;;36021;4;1;5;4;;Rue Professeur Charles Higounet;False;5096;16482;1;2001-08-01 00:00:00+02:00;2015-04-16 00:00:00+02:00;93,4286237
9344088;;48952;4;1;5;64;;Rue Xavier Arsène Henry;False;11970;26949;1;2012-09-19 00:00:00+02:00;2015-03-18 00:00:00+01:00;200,5032186
9344602;;72084;5;1;9;64;;Rue Marguerite Duras;False;17168;26543;1;2024-05-24 00:00:00+02:00;2024-05-24 00:00:00+02:00;99,69664023
9343698;;22825;4;1;7;4;;Piste Cyclable Avenue de Laroque;False;20399;16019;1;1995-01-26 00:00:00+01:00;2017-05-23 00:00:00+02:00;511,5437283
9341763;;62718;4;1;4;3;;Avenue des Quarante Journaux;False;26491;26539;1;2024-05-24 00:00:00+02:00;2024-05-24 00:00:00+02:00;1311,486509
9343702;;37324;4;1;7;4;;Piste Cyclable Av. des 40 Journaux;False;5616;26442;1;2003-09-22 00:00:00+02:00;2020-06-04 00:00:00+02:00;259,9808773
9343592;;37036;4;2;4;4;;Rond-point Tobeen;False;16778;9478;1;2003-06-20 00:00:00+02:00;2012-06-22 00:00:00+02:00;195,7489085
9343563;;53687;4;1;7;4;;Piste Cyclable Bx-Lacanau;False;13648;25240;1;2019-05-21 00:00:00+02:00;2019-05-21 00:00:00+02:00;2429,391183
9343281;;47513;4;1;5;64;;Rue Robert Caumont;False;27644;28870;1;2014-01-07 00:00:00+01:00;2014-01-09 00:00:00+01:00;263,6401558
9343844;;47582;7;1;5;64;;Avenue André Reinson;False;24633;8953;1;2000-06-05 00:00:00+02:00;2014-09-18 00:00:00+02:00;730,3101111
9344100;;50016;5;1;5;64;;Rue Paule Marrot;False;29270;2225;1;2016-01-13 00:00:00+01:00;2021-10-13 00:00:00+02:00;173,5767387
9343350;;11419;4;1;5;4;;Rue René Cassin;False;22500;1883;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;69,89569659
9336933;;50676;4;99;6;98;;Allée de Boutaut;False;8638;4093;1;1995-01-25 00:00:00+01:00;2017-01-03 00:00:00+01:00;887,5841525
9339654;;36067;4;1;5;4;;Rue la Motte Picquet;False;9660;23047;1;2001-08-08 00:00:00+02:00;2012-06-22 00:00:00+02:00;436,8996809
9336007;;26694;4;2;2;3;;Boulevard Alfred Daney;False;21252;23097;1;2023-05-23 00:00:00+02:00;2023-05-23 00:00:00+02:00;78,47868203
9343753;;46327;5;1;5;4;;Parking Ikea;False;24132;4560;1;1995-01-25 00:00:00+01:00;2013-06-03 00:00:00+02:00;667,7713876
9343275;;48290;4;1;9;99;;Promenade Max Linder;False;4749;29493;1;2008-02-20 00:00:00+01:00;2015-04-02 00:00:00+02:00;216,8436419
9339437;;51759;4;1;4;2;;Pont du Jonc;False;12141;23791;1;2018-04-20 00:00:00+02:00;2018-05-03 00:00:00+02:00;442,7856453
