gid	geom_err	ident	domanial	groupe	cat_dig	cat_rhv	passage	nom_voie	voiegrandtr	rg_fv_graph	rg_fv_graph_1	rg_fv_graph_2	cdate	mdate	longueur_m
9343341		11395	5	1	5	4		Allée Baden Powell	False	12575	4624	1	1995-01-25 00:00:00+01:00	2013-05-03 00:00:00+02:00	63,10509487
9339999		42218	4	1	5	33		Rue Léon Blum	False	21079	22234	1	2008-10-22 00:00:00+02:00	2018-05-02 00:00:00+02:00	849,1968925
9339794		8953	4	1	5	4		Rue Anne Frank	False	24250	21960	1	1995-01-25 00:00:00+01:00	2015-12-22 00:00:00+01:00	273,7135725
9339181		50088	4	1	4	4		Quai Hubert Prom	False	1212	21128	1	2016-02-12 00:00:00+01:00	2023-04-20 00:00:00+02:00	179,0819013
9344140		51727	5	1	9	99		Sente Marie-Galante	False	12133	25798	1	2018-03-13 00:00:00+01:00	2018-03-13 00:00:00+01:00	394,2551055
9343826		35063	4	1	5	4		Rue Marc Boeuf	False	15579	14951	1	1999-08-31 00:00:00+02:00	2012-06-22 00:00:00+02:00	64,35635525
9337664		7433	4	1	5	4		Cité du Commerce	False	17125	14361	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	75,66960298
9338324		42177	4	1	5	4		Rue des Etrangers	False	15997	3715	1	1995-01-25 00:00:00+01:00	2016-12-01 00:00:00+01:00	605,2126082
9338090		7742	4	1	5	4		Rue Dupré de Saint Maur	False	17125	17643	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	111,6272625
9343287		11380	4	1	5	4		Impasse du Professeur Pachon	False	5268	17085	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	90,52661881
9338106		22172	4	1	5	4		Cité Dutrey	False	18842	25089	1	1995-01-26 00:00:00+01:00	2016-04-13 00:00:00+02:00	314,711388
9338074		7733	4	1	5	4		Rue Dupleix	False	17938	252	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	260,8956425
9340017		9110	4	1	5	4		Rue Léon Bourgeois	False	10427	25764	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	115,1712005
9340035		9128	4	1	5	4		Rue Leonie	False	8636	21989	1	1995-01-25 00:00:00+01:00	2015-04-16 00:00:00+02:00	150,4738126
9343815		33413	4	1	5	4		Rue Henri Collet	False	19994	8747	1	1998-03-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	187,8320194
9339220		8579	4	1	5	4		Rue Jacques Cartier	False	18527	11818	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	137,076596
9340554		9486	4	1	4	3		Place Mareilhac	False	26079	8636	1	1995-01-25 00:00:00+01:00	2015-04-16 00:00:00+02:00	97,74271164
9340819		9717	4	1	5	4		Cité Montagut	False	23270	21909	1	1995-01-25 00:00:00+01:00	2013-10-03 00:00:00+02:00	65,47418178
9337879		62695	4	1	5	4		Rue Destanque	False	19755	25089	1	1995-01-25 00:00:00+01:00	2017-09-14 00:00:00+02:00	126,4749923
9337393		7273	5	1	10	4		Rue Chapelle Saint Louis	False	1404	3807	1	1995-01-25 00:00:00+01:00	2023-04-06 00:00:00+02:00	31,6643391
9339266		8609	4	1	5	4		Rue Jean Bart	False	26854	15873	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	129,871899
9340178		62720	4	1	5	4		Rue Louis David Allegre	False	18059	13027	1	1995-01-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	102,0360369
9341446		22468	5	1	5	4		Place Philippe Lebon	False	4685	13426	1	1995-01-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	109,3934702
9341918		10477	4	1	3	2		Place René Maran	False	13428	17658	1	1995-01-25 00:00:00+01:00	2015-04-16 00:00:00+02:00	73,62733487
9336860		6871	4	1	5	4		Rue Bolivar	False	12785	10548	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	100,843272
9337977		37233	5	1	5	4		Rue du Docteur Souverbie	False	25506	28486	1	2023-04-06 00:00:00+02:00	2023-04-06 00:00:00+02:00	69,21548121
9344020		39869	7	1	5	64		Impasse Brown de Colstoun	False		5517	1	2005-12-02 00:00:00+01:00	2024-09-30 00:00:00+02:00	122,6533787
9336392		43267	4	98	6	98		Quai de Bacalan	False	18497	24400	1	2023-02-07 00:00:00+01:00	2023-02-07 00:00:00+01:00	543,2775709
9339198		8569	4	1	5	4		Rue de l'Industrie	False	12811	17643	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	75,93934643
9343346		11416	5	1	5	4		Clos Léonie	False	21989	25158	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	38,37679903
9344594		71995	0	1	9	99		Square Marjolaine	False	9767	26859	1	2023-10-24 00:00:00+02:00	2023-10-24 00:00:00+02:00	44,36340962
9344151		50044	4	1	9	99		Sente de la Nancy	False	21203	18320	1	2016-01-19 00:00:00+01:00	2018-02-16 00:00:00+01:00	92,95608995
9338086		7737	4	1	4	3		Cours Dupré de Saint Maur	False	24939	25052	1	2023-04-06 00:00:00+02:00	2023-04-06 00:00:00+02:00	878,4410213
9338156		7792	4	1	5	4		Rue Edouard Colonne	False	21999	5297	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	108,4690875
9344184		50875	5	1	9	99		Square Gerard Fontan	False	17830	26364	1	2017-02-28 00:00:00+01:00	2017-02-28 00:00:00+01:00	53,58100812
9343742		62184	4	1	5	4		Rue Henri Libreau	False	4731	7668	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	68,1298009
9335846		42187	4	98	6	98		Rue Achard	False	20980	3715	1	2008-10-21 00:00:00+02:00	2016-12-01 00:00:00+01:00	2563,458951
9344230		54982	4	1	9	99		Place des Millésimes	False	19636	10994	1	2019-06-20 00:00:00+02:00	2019-06-20 00:00:00+02:00	61,2360975
9344112		49762	4	1	5	64		Rue de Ouagadougou	False	17499	1421	1	2015-08-14 00:00:00+02:00	2018-02-16 00:00:00+01:00	245,8370381
9341141		9969	4	1	5	4		Rue Pascal Lafargue	False	12130	13426	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	657,0831433
9335892		6280	4	1	4	3		Boulevard Albert Brandenburg	False	25764	5297	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	793,2443552
9339889		22332	4	1	5	4		Rue Lartigue	False	19755	13260	1	1995-01-26 00:00:00+01:00	2017-09-14 00:00:00+02:00	121,4830993
9344118		56241	5	1	5	64		Rue du Commandant Edouard Gamas	False	1712	11460	1	2019-11-22 00:00:00+01:00	2020-11-03 00:00:00+01:00	183,9171071
9337367		7249	4	1	5	4		Rue Champlain	False	15768	18342	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	145,2194443
9343636		11644	5	1	5	4		Rue Jeanne Jugan	False	10849	26737	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	79,92919506
9338601		8126	4	1	5	4		Rue François Chambrelent	False	13661	10427	1	1995-01-25 00:00:00+01:00	2016-01-12 00:00:00+01:00	298,5798958
9343622		11636	4	1	5	4		Rue Josephine Baker	False	18879	25697	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	63,79240123
9337826		7547	5	1	5	4		Impasse Delbos 1ère	False	3668	14896	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	53,97113347
9344171		51730	5	1	9	99		Place Pierre Cétois	False	12133	21294	1	2016-10-27 00:00:00+02:00	2018-03-13 00:00:00+01:00	94,70001378
9344170		51002	5	1	9	99		Sente Saint Pierre et Miquelon	False	1706	8869	1	2023-04-18 00:00:00+02:00	2023-04-18 00:00:00+02:00	112,9368397
9338701		61462	4	1	5	4		Passage Furt	False	24125	21138	1	1995-01-26 00:00:00+01:00	2019-02-18 00:00:00+01:00	82,46503298
9340587		42180	4	98	6	98		Quai du Maroc	False	14272	24400	1	2023-08-08 00:00:00+02:00	2023-08-08 00:00:00+02:00	475,7876165
9337608		7394	5	1	5	4		Cité Claverie	False	5339	8595	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	28,63661144
9341322		22454	4	1	5	4		Rue des Pelourdes	False	25764	13263	1	1995-01-26 00:00:00+01:00	2013-05-03 00:00:00+02:00	389,8446494
9336510		6619	5	1	5	4		Impasse Basset	False	8155	12898	1	1995-01-25 00:00:00+01:00	2020-11-03 00:00:00+01:00	62,97925041
9339319		37325	5	1	10	4		Square Jean Rebeyrol	False	21480	15299	1	2003-09-23 00:00:00+02:00	2016-01-08 00:00:00+01:00	161,416205
9339786		48576	4	1	5	64		Chemin Lafitte	False	18911	15368	1	2014-09-16 00:00:00+02:00	2014-09-17 00:00:00+02:00	684,9122715
9341723		22496	4	1	5	4		Rue du Professeur Sabrazes	False	21960	2260	1	1995-01-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	133,2091102
9344125		51801	5	1	5	64		Rue Odette Pilpoul	False	21175	9073	1	2018-06-19 00:00:00+02:00	2020-11-03 00:00:00+01:00	94,03800033
9337827		7548	5	1	5	4		Impasse Delbos 2ème	False	19674	22386	1	1995-01-25 00:00:00+01:00	2021-09-29 00:00:00+02:00	35,13048166
9336297		62623	4	98	6	98		Quai Armand Lalande	False	16582	14272	1	2023-08-08 00:00:00+02:00	2023-08-08 00:00:00+02:00	119,2245499
9338930		50037	4	1	5	4		Rue de Gironde	False	20980	17997	1	2008-10-21 00:00:00+02:00	2016-12-01 00:00:00+01:00	327,3236329
9338778		8263	4	1	5	4		Rue de Gaulne	False	26079	13263	1	1995-01-25 00:00:00+01:00	2013-06-20 00:00:00+02:00	165,9724797
9339108		63712	4	1	5	3	SUPERIEUR	Cours Henri Brunet	False	18215	7085	1	1996-04-01 00:00:00+02:00	2020-07-09 00:00:00+02:00	506,676248
9343631		42165	4	1	5	4		Rue Cardinal Feltin	False	21867	11965	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	390,9674457
9344120		50600	4	1	5	64		Rue Daniel Iffla-Osiris	False	474	17411	1	2016-05-27 00:00:00+02:00	2019-02-18 00:00:00+01:00	109,7931618
9338593		22224	4	1	5	4		Rue Francis Jammes	False	1304	13027	1	1995-01-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	483,8315524
9343644		27475	4	1	5	4		Rue Nelson Suq	False	21079	22787	1	1995-09-28 00:00:00+01:00	2014-06-20 00:00:00+02:00	112,0971662
9340724		63635	4	1	5	4		Rue Meste Verdie	False	21280	15579	1	2023-04-06 00:00:00+02:00	2023-04-06 00:00:00+02:00	296,1012212
9336483		22006	4	1	5	4		Rue Barillet Deschamps	False	19159	4731	1	1995-01-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	289,2671752
9341719		62715	4	1	5	4		Rue Professeur Pachon	False	19401	5268	1	1995-01-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	159,0255864
9344135		50048	4	1	9	99		Sente des Morutiers	False	29697	17171	1	2015-07-07 00:00:00+02:00	2020-11-03 00:00:00+01:00	213,8219883
9341727		46348	4	1	5	64		Rue Professeur Villemin	False	10488	10380	1	2013-04-05 00:00:00+02:00	2013-10-03 00:00:00+02:00	428,4933801
9343630		48570	5	1	5	4		Rue André Berry	False	13440	16735	1	2014-09-16 00:00:00+02:00	2014-09-16 00:00:00+02:00	95,39607892
9344146		49732	5	1	9	99		Sente des Radoubs	False	21414	1712	1	2015-07-08 00:00:00+02:00	2020-11-03 00:00:00+01:00	471,1354675
9344252		57201	7	1	10	99		Allée Alexandra David-Neel	False			1	2020-07-24 00:00:00+02:00	2025-02-05 00:00:00+01:00	89,54855304
9343198		11358	5	1	5	4		Rue de l'Estacade	False	19201	10390	1	1995-01-25 00:00:00+01:00	2012-09-13 00:00:00+02:00	61,29593521
9340935		42173	4	1	5	4		Rue de New York	False	1404	6579	1	1995-01-25 00:00:00+01:00	2014-02-05 00:00:00+01:00	555,663101
9344605		72093	5	1	5	64		Allée Parc de Bacalan	False	17656	7803	1	2024-06-07 00:00:00+02:00	2024-06-07 00:00:00+02:00	114,7295399
9340166		62605	4	1	5	4		Rue Louis Beydts	False	29444	7668	1	1995-01-26 00:00:00+01:00	2012-06-22 00:00:00+02:00	371,4079367
9338091		7743	4	1	5	4		Rue Duquesne	False	20326	15768	1	1995-01-25 00:00:00+01:00	2015-04-16 00:00:00+02:00	240,094773
9344175		50425	7	1	10	99		Ponton de la Cité du Vin	False	15362	17605	1	2016-07-22 00:00:00+02:00	2017-10-25 00:00:00+02:00	83,03738155
9339762		8923	5	1	5	4		Cité Laclaverie	False	29415	5353	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	29,44207656
9343289		17194	5	1	5	4		Résidence Hameau Blanqui	False	14112	14112	1	1995-01-27 00:00:00+01:00	2012-06-22 00:00:00+02:00	133,0385405
9344126		50296	5	1	9	99		Esplanade de Pontac	False	323	21838	1	2016-05-10 00:00:00+02:00	2017-05-16 00:00:00+02:00	147,8989792
9339791		8950	4	1	5	4		Impasse Lafitte	False	850	19686	1	1995-01-25 00:00:00+01:00	2014-09-16 00:00:00+02:00	187,0060961
9336011		61354	4	1	3	2		Boulevard Alfred Daney	False	3347	27039	1	1995-01-26 00:00:00+01:00	2013-05-14 00:00:00+02:00	71,40356143
9337050		62709	5	1	5	4		Impasse Buscaillet	False	6581	16325	1	1995-01-25 00:00:00+01:00	2016-01-15 00:00:00+01:00	27,98605664
9342355		38152	4	1	5	4		Rue Sauvageon	False	21909	10380	1	2005-09-26 00:00:00+02:00	2013-04-05 00:00:00+02:00	183,8707375
9343741		61243	5	1	5	4		Rue Capitaine Philippe Koenigswerther	False	14228	5980	1	1995-01-26 00:00:00+01:00	2012-09-07 00:00:00+02:00	121,6729369
9344231		56184	4	1	5	99		Rue Michel Slitinsky	False		12814	1	2023-04-06 00:00:00+02:00	2025-02-05 00:00:00+01:00	56,18268404
9343345		11415	7	1	5	4		Voie du Bassin a Flots	False	3325	21646	1	1995-01-25 00:00:00+01:00	2020-02-27 00:00:00+01:00	255,7645399
9338311		22194	4	1	5	4		Rue Etienne Duperat	False	22275	21280	1	2023-04-06 00:00:00+02:00	2023-04-06 00:00:00+02:00	227,3600326
9344168		50090	4	1	9	99		Sente des Caboteurs	False	21128	4806	1	2016-02-12 00:00:00+01:00	2022-02-24 00:00:00+01:00	140,5601166
9342752		11058	5	1	5	4		Cité Tirepois	False	3026	8595	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	133,3921332
