gid	geom_err	ident	domanial	groupe	cat_dig	cat_rhv	passage	nom_voie	voiegrandtr	rg_fv_graph	rg_fv_graph_1	rg_fv_graph_2	cdate	mdate	longueur_m
9304028		71576	5	1	10	64		Sente des Thoniers	False	20866	1977	1	2023-03-30 00:00:00+02:00	2023-04-27 00:00:00+02:00	98m
9299902		9330	4	1	5	4		Rue de Madere	False	19973	11094	1	1995-01-25 00:00:00+01:00	2012-06-22 00:00:00+02:00	82m
9303940		71585	5	1	9	64		Passage du Petit Verdot	False	1753	2618	1	2023-04-27 00:00:00+02:00	2023-04-27 00:00:00+02:00	48m
9304024		71571	5	1	5	64		Rue des Marécages	False	20423	23949	1	2023-03-29 00:00:00+02:00	2025-01-20 00:00:00+01:00	88m
9304211		72402	4	3	10	99		Placette Marielle Franco	False			1	2025-05-07 00:00:00+02:00	2025-07-09 00:00:00+02:00	12m
9304033		71570	5	1	9	64		Place Marie de Gournay	False	21705	5897	1	2023-03-31 00:00:00+02:00	2024-10-30 00:00:00+01:00	62m
9299390		8956	4	1	5	4		Rue Lafon	False	28853	11802	1	1995-01-25 00:00:00+01:00	2015-04-16 00:00:00+02:00	64m
9297913		7913	4	1	5	4		Rue Etobon Chenebier	False	12605	7307	1	1995-01-25 00:00:00+01:00	2022-01-18 00:00:00+01:00	204m
9295906		6498	4	1	5	4		Rue de l'Asile	False	25981	3810	1	1995-01-25 00:00:00+01:00	2015-04-16 00:00:00+02:00	87m
9303501		36111	4	1	10	4		Square Marie Louis Sue	False	29402	11693	1	2001-08-30 00:00:00+02:00	2016-11-04 00:00:00+01:00	31m
9303937		59901	5	1	10	64		Place Claire Mauriac	False	22656		1	2023-03-24 00:00:00+01:00	2024-10-15 00:00:00+02:00	19m
9297445		7573	4	1	2	1	INFERIEUR	Quai Deschamps	False	21684	2579	1	2023-03-24 00:00:00+01:00	2023-03-24 00:00:00+01:00	1495m
9298712		59861	5	1	5	64		Rue Henri Dunant	False			1	2023-03-30 00:00:00+02:00	2024-10-30 00:00:00+01:00	785m
9303938		59866	5	1	5	64		Passage Joseph Fauré	False	3838	7111	1	2022-02-16 00:00:00+01:00	2022-10-10 00:00:00+02:00	54m
9300638		9902	5	1	10	4		Passage Pairier	False	25440	16927	1	1995-01-25 00:00:00+01:00	2020-09-21 00:00:00+02:00	54m
9296634		6989	5	1	10	4		Passage Buhan	False	11545	19550	1	1995-01-25 00:00:00+01:00	2020-09-21 00:00:00+02:00	82m
9304027		71574	5	1	9	64		Sente de la Frégate	False	8896	24908	1	2023-03-30 00:00:00+02:00	2023-03-30 00:00:00+02:00	256m
9296940		33502	4	1	4	4		Rue Chabrely	False	14964	19985	1	2003-02-28 00:00:00+01:00	2012-06-22 00:00:00+02:00	270m
9296495		6908	4	1	5	4		Rue de Bouliac	False	4250	13279	1	1995-01-25 00:00:00+01:00	2014-11-14 00:00:00+01:00	133m
9303849		58222	0	1	9	99		Rue de la Sauve	False	7826	24844	1	2020-12-16 00:00:00+01:00	2021-12-07 00:00:00+01:00	268m
9299027		50185	4	3	2	61		Boulevard Joliot-Curie	False	25401	20746	1	2024-03-07 00:00:00+01:00	2024-03-07 00:00:00+01:00	18m
9298399		8277	4	1	5	4		Rue Général Du Cheyron	False	22540	25093	1	1995-01-25 00:00:00+01:00	2020-12-15 00:00:00+01:00	89m
9303750		49799	0	1	10	99		Ponton Benauge	False	18628	29692	1	2015-09-07 00:00:00+02:00	2022-05-11 00:00:00+02:00	18m
9299066		22299	4	1	5	4		Rue Joseph Faure	False	7252	3838	1	1995-01-26 00:00:00+01:00	2022-02-16 00:00:00+01:00	473m
9297705		7760	4	1	5	4		Rue de l'Ecole	False	27790	3326	1	1995-01-25 00:00:00+01:00	2013-04-04 00:00:00+02:00	76m
9298038		7987	4	1	5	4		Rue Feaugas	False	19199	14620	1	1995-01-25 00:00:00+01:00	2015-04-16 00:00:00+02:00	219m
9303935		59867	5	1	5	64		Rue des Bateliers	False	20423	1977	1	2023-03-31 00:00:00+02:00	2023-03-30 00:00:00+02:00	118m
9296233		6726	4	1	4	3		Rue de la Benauge	False	13866	22607	1	1995-01-25 00:00:00+01:00	2014-11-14 00:00:00+01:00	1039m
9301948		10800	4	1	5	4		Rue Saverio	False	7307	5081	1	1995-01-25 00:00:00+01:00	2022-01-18 00:00:00+01:00	72m
9303442		58223	4	1	5	4		Rue René Buthaud	False		24908	1	2023-03-29 00:00:00+02:00	2024-10-30 00:00:00+01:00	283m
															13 841 m
