gid;geom_err;ident;domanial;groupe;cat_dig;cat_rhv;passage;nom_voie;voiegrandtr;rg_fv_graph;rg_fv_graph_1;rg_fv_graph_2;cdate;mdate;longueur_m
9304199;;72135;5;1;5;64;;Allée Motobloc;False;6179;;1;2024-07-12 00:00:00+02:00;2025-01-20 00:00:00+01:00;125m
9303971;;71626;5;1;10;64;;Rue des pilotis;False;1325;965;1;2023-07-21 00:00:00+02:00;2023-07-21 00:00:00+02:00;120m
9314402;;26894;5;1;10;99;;Promenade André Magnier;False;14592;1591;1;2023-11-27 00:00:00+01:00;2023-11-27 00:00:00+01:00;996m
9301406;;28885;4;1;5;3;;Rue des Queyries;False;11372;3913;1;2023-05-12 00:00:00+02:00;2023-05-11 00:00:00+02:00;1383m
9299517;;39021;4;1;5;4;;Rue de Lauzac;False;3118;24891;1;2004-09-01 00:00:00+02:00;2012-06-22 00:00:00+02:00;172m
9303990;;71812;5;1;10;64;;Allée du levant;False;8101;1325;1;2023-07-21 00:00:00+02:00;2023-07-21 00:00:00+02:00;468m
9304040;;71714;;1;9;64;;Sente Marguerite Farges;False;;;1;2023-07-21 00:00:00+02:00;2024-10-30 00:00:00+01:00;94m
9303983;;71702;5;1;10;64;;Rue aimé césaire;False;21962;28058;1;2023-05-24 00:00:00+02:00;2023-05-24 00:00:00+02:00;138m
9304036;;72268;5;1;9;64;;Sente Simonne Mathieu;False;;18533;1;2024-10-25 00:00:00+02:00;2024-10-25 00:00:00+02:00;92m
9303896;;59162;5;1;5;64;;Sente Albert Turpain;False;22895;1841;1;2021-08-19 00:00:00+02:00;2021-08-19 00:00:00+02:00;71m
9302275;;11008;4;1;2;2;;Avenue Thiers;False;24197;12774;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;2527m
9302080;;10907;4;1;5;4;;Cité Souriaux;False;25263;14344;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;139m
9296541;;6934;4;1;5;4;;Impasse Bouthier;False;23935;20568;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;64m
9303874;;58891;5;1;9;64;;Sente Jean-Jacques Valleton;False;2712;28414;1;2021-06-17 00:00:00+02:00;2021-06-17 00:00:00+02:00;290m
9304060;;71599;5;1;5;64;;Rue Aretha Franklin;False;21234;20333;1;2023-05-11 00:00:00+02:00;2023-09-26 00:00:00+02:00;97m
9295722;;6387;4;1;5;4;;Rue André Lamande;False;24891;23046;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;416m
9303945;;60206;5;1;5;64;;Allée des Peupleraies;False;5779;7186;1;2023-05-24 00:00:00+02:00;2023-05-24 00:00:00+02:00;178m
9297707;;7761;5;1;5;4;;Impasse Martin Videau;False;24356;5651;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;56m
9304057;;71792;5;1;5;64;;Sente Assia-Djebar;False;;25503;1;2023-07-21 00:00:00+02:00;2024-10-18 00:00:00+02:00;124m
9304049;;71806;5;1;5;64;;Sente Anna Marly;False;10501;8366;1;2023-07-21 00:00:00+02:00;2024-08-06 00:00:00+02:00;88m
9307254;13356;54760;4;1;5;64;INFERIEUR;Rue Blanqui;False;19062;12227;1;2023-09-05 00:00:00+02:00;2023-09-05 00:00:00+02:00;20m
9301765;;10676;4;1;5;4;;Cité Saint Martin;False;12177;21732;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;182m
9303773;;52923;0;1;10;99;;Square des Copains;False;16432;11154;1;2019-05-07 00:00:00+02:00;2019-05-07 00:00:00+02:00;29m
9303963;;71627;5;1;5;64;;Rue des volumes capables;False;;23799;1;2023-05-12 00:00:00+02:00;2024-08-20 00:00:00+02:00;71m
9303867;;58887;5;1;5;64;;Rue Alix d'Unienville;False;;24241;1;2021-06-17 00:00:00+02:00;2024-08-20 00:00:00+02:00;120m
9304051;;71697;5;1;5;64;;Rue Marianne;False;16040;24947;1;2023-07-21 00:00:00+02:00;2023-07-21 00:00:00+02:00;153m
9303986;;71840;5;1;10;64;;Allée du fleuve;False;9491;12464;1;2023-08-17 00:00:00+02:00;2023-08-17 00:00:00+02:00;550m
9304037;;71704;5;1;5;64;;Sente Marcelle Larigaudière;False;;;1;2023-05-24 00:00:00+02:00;2024-10-25 00:00:00+02:00;60m
9300200;;9534;4;1;5;4;;Cité Martin Videau;False;9507;19257;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;52m
9297370;;7512;4;1;5;4;;Cité Dasvin de Boismarin;False;12243;21732;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;200m
9304056;;71797;5;1;5;64;;Rue Ella Fitzgerald;False;;;1;2024-08-13 00:00:00+02:00;2025-01-30 00:00:00+01:00;120m
9304190;;72264;5;1;10;64;;Sente des Nymphéas;False;;;1;2024-10-25 00:00:00+02:00;2024-10-30 00:00:00+01:00;106m
9303423;;63099;4;1;5;4;;Rue Joseph Bonnet;False;29532;8849;1;1999-11-03 00:00:00+01:00;2012-06-22 00:00:00+02:00;485m
9303968;13356;71623;5;1;10;64;;Rue du marché;False;2051;1502;1;2023-07-21 00:00:00+02:00;2023-07-21 00:00:00+02:00;426m
9303957;;71610;5;1;10;64;;Place Marie-Thérèse Bouquey;False;26714;7498;1;2023-05-12 00:00:00+02:00;2023-05-12 00:00:00+02:00;53m
9304050;;72265;5;1;5;64;;Rue Yvonne Pagniez;False;;;1;2024-10-25 00:00:00+02:00;2024-10-28 00:00:00+01:00;68m
9303866;;72360;5;1;5;64;;Rue René Char;False;;11372;1;2025-01-29 00:00:00+01:00;2025-01-30 00:00:00+01:00;579m
9301489;;10464;5;1;5;4;;Impasse Regina;False;23127;29119;1;1995-01-25 00:00:00+01:00;2021-08-19 00:00:00+02:00;14m
9304043;;71790;5;1;5;64;;Sente Delphine Seyrig;False;;16264;1;2023-07-21 00:00:00+02:00;2024-10-25 00:00:00+02:00;43m
9304065;;71796;5;1;5;64;;Rue Hubertine Auclert;False;435;24947;1;2023-07-21 00:00:00+02:00;2023-12-06 00:00:00+01:00;41m
9304041;;72267;5;1;9;64;;Sente Hélène Terre;False;;;1;2024-10-25 00:00:00+02:00;2024-10-25 00:00:00+02:00;88m
9304054;;71801;5;1;5;64;;Rue Edith Piaf;False;;4742;1;2023-07-21 00:00:00+02:00;2024-10-30 00:00:00+01:00;54m
9303976;;71607;5;1;5;64;;Rue des vélos;False;;;1;2023-05-12 00:00:00+02:00;2024-10-30 00:00:00+01:00;290m
9303958;;71622;5;1;10;64;;Place Marguerite Eberentz;False;19089;5467;1;2023-05-12 00:00:00+02:00;2023-05-12 00:00:00+02:00;32m
9303942;;60204;5;1;5;64;;Rue de la Fête;False;12156;5779;1;2023-03-08 00:00:00+01:00;2023-03-09 00:00:00+01:00;225m
9297608;;7683;4;1;5;4;;Cité du Perier;False;4119;24591;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;197m
9304064;;71884;5;1;5;64;;Rue Pauline Viardot;False;8049;;1;2023-09-04 00:00:00+02:00;2024-08-20 00:00:00+02:00;73m
9301806;;39024;4;2;2;1;SUPERIEUR;Pont Saint-Emilion;False;14084;25145;1;2004-09-02 00:00:00+02:00;2017-03-16 00:00:00+01:00;186m
9303873;;58889;5;1;5;64;;Rue Denise Vernay;False;28414;;1;2021-06-17 00:00:00+02:00;2024-08-20 00:00:00+02:00;103m
9303982;;71604;5;1;5;64;;Rue des docks;False;12216;;1;2023-05-11 00:00:00+02:00;2025-01-30 00:00:00+01:00;56m
9300201;;9535;5;1;5;4;;Passage Martin Videau;False;23653;18734;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;49m
9304091;;71874;5;1;10;64;;Rue Marie Marvingt;False;25770;;1;2023-08-29 00:00:00+02:00;2024-10-29 00:00:00+01:00;649m
9296062;;6596;5;1;5;4;;Rue de Banlin;False;6905;12967;1;1995-01-25 00:00:00+01:00;2014-10-30 00:00:00+01:00;128m
9303424;;71370;4;1;5;4;;Rue du Commandant Cousteau;False;9625;23631;1;1999-11-03 00:00:00+01:00;2012-06-22 00:00:00+02:00;703m
9298859;;8610;4;1;5;4;;Rue Jean Bedouret;False;478;29157;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;183m
9304089;;71620;5;1;10;64;;Rue Clémentine Hélène Duffau;False;8767;23016;1;2023-05-12 00:00:00+02:00;2023-05-12 00:00:00+02:00;158m
9304144;13356;72288;5;1;5;64;;Rue du Paysage;False;;;1;2024-11-04 00:00:00+01:00;2024-11-04 00:00:00+01:00;191m
9295716;;39026;4;1;5;4;;Rue André Degain;False;4570;2958;1;2004-09-02 00:00:00+02:00;2012-06-22 00:00:00+02:00;206m
9304203;;64652;5;1;10;64;;Place Geneviève de Gaulle-Anthonioz;False;21344;28634;1;2023-05-12 00:00:00+02:00;2025-02-13 00:00:00+01:00;92m
9303900;;71703;5;1;5;64;;Rue Jeanne Lanvin;False;;;1;2024-10-25 00:00:00+02:00;2024-10-29 00:00:00+01:00;424m
9304044;;71804;;1;5;64;;Rue Paulette Nardal;False;12080;22891;1;2024-03-14 00:00:00+01:00;2024-10-30 00:00:00+01:00;359m
9303961;;71559;5;1;5;64;;Rue André Soulage;False;12156;4742;1;2023-07-21 00:00:00+02:00;2023-07-21 00:00:00+02:00;220m
9303878;;58897;5;1;9;64;;Sente Armande Lacaze;False;7901;16989;1;2021-06-17 00:00:00+02:00;2021-06-17 00:00:00+02:00;282m
9303721;;55081;0;1;10;99;;Promenade Michel Corajoud;False;27798;;1;2019-07-16 00:00:00+02:00;2025-03-05 00:00:00+01:00;723m
9297170;;7377;4;1;5;4;;Rue Christian Solar;False;22496;11559;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;157m
9303502;;54757;4;1;5;4;;Rue Gaston Leroux;False;5731;17869;1;2019-06-05 00:00:00+02:00;2022-02-08 00:00:00+01:00;121m
9304205;;72162;5;1;9;64;;Sente Yvette Horner;False;;;1;2024-08-13 00:00:00+02:00;2024-10-30 00:00:00+01:00;113m
9303960;;71625;5;1;10;64;;Place Olympe de Gouges;False;8843;29365;1;2023-05-12 00:00:00+02:00;2023-05-12 00:00:00+02:00;51m
9297489;;63692;4;1;2;4;INFERIEUR;Rue de Deyme;False;28385;17346;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;224m
9304086;;71616;5;1;10;64;;Rue Anita Conti;False;8817;20389;1;2023-05-12 00:00:00+02:00;2023-05-12 00:00:00+02:00;538m
9304053;;71802;5;1;10;64;;Rue Loïe Fuller;False;16719;14513;1;2023-07-21 00:00:00+02:00;2024-10-11 00:00:00+02:00;81m
9301276;;41250;4;1;5;4;;Rue Preville;False;20499;21034;1;1995-01-25 00:00:00+01:00;2012-06-22 00:00:00+02:00;205m
9303981;;71609;5;1;10;64;;Rue de la plaine;False;2390;2676;1;2023-06-08 00:00:00+02:00;2024-10-11 00:00:00+02:00;205m
9299421;;47972;4;1;5;4;;Rue Lajaunie;False;5731;20803;1;2023-05-24 00:00:00+02:00;2023-05-24 00:00:00+02:00;508m
9304021;;71793;5;1;5;64;;Sente des Vimes;False;3793;25503;1;2023-07-21 00:00:00+02:00;2023-07-21 00:00:00+02:00;49m
9303955;;67989;4;1;10;64;;Place Andrée Chedid;False;16647;4340;1;2023-02-16 00:00:00+01:00;2023-12-06 00:00:00+01:00;103m
9304082;;71624;5;1;5;64;;Rue Elisabeth Jacquet de la Guerre;False;29572;8049;1;2023-09-04 00:00:00+02:00;2025-07-09 00:00:00+02:00;594m
9304166;;71761;5;1;10;64;;Place Simone de Beauvoir;False;17993;15187;1;2023-06-12 00:00:00+02:00;2023-06-12 00:00:00+02:00;72m
9304000;;71601;5;1;9;64;;Sente Danielle Darrieux;False;13107;21234;1;2023-05-11 00:00:00+02:00;2023-09-26 00:00:00+02:00;124m
9303997;;71613;5;1;5;64;;Allée des coteaux;False;12017;2390;1;2023-05-12 00:00:00+02:00;2024-10-30 00:00:00+01:00;483m
9303594;;72173;4;1;5;64;;Rue Gustave Eiffel;False;;;1;2024-08-21 00:00:00+02:00;2024-08-21 00:00:00+02:00;473m
9303956;;71608;5;1;5;64;;Place Nina Simone;False;7253;26650;1;2023-05-11 00:00:00+02:00;2024-10-30 00:00:00+01:00;70m
9296580;;72359;4;1;2;2;;Quai de Brazza;False;8540;;1;2025-01-29 00:00:00+01:00;2025-01-29 00:00:00+01:00;1149m
9302974;;22688;4;1;7;64;;Piste Cyclable Rive Droite;False;14592;12380;1;1995-01-26 00:00:00+01:00;2017-03-15 00:00:00+01:00;356m
;;;;;;;;;;;;;;;24 423 m
